nearest_x,run,agent_id,x,y,z
2.000000000000000000e+00,0.000000000000000000e+00,1.070000000000000000e+02,3.324516337307457547e+01,6.700173700913049402e+01,7.171555191450146083e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.080000000000000000e+02,4.154130287543191002e+01,4.907555145689115506e+01,1.950618640208643484e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.090000000000000000e+02,3.301288645575559855e+01,2.632391178088497341e+01,1.685876251985089880e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000000e+02,4.827724676292162620e+00,4.081584521493195439e+01,3.380730405335009436e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02,1.848339900087958654e+01,3.244059001788115637e+01,9.137685566699224182e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02,6.344463177065385651e+01,2.622101222039090374e+01,2.100602302992985315e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.130000000000000000e+02,6.879480712267418596e+01,8.706824398326104131e+01,2.690327227132423360e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.140000000000000000e+02,4.309315407289729194e+01,3.972128361074487657e+01,6.181714922388625411e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.150000000000000000e+02,7.513836393073643194e+01,8.167447936544647291e+01,2.736896930335283429e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.160000000000000000e+02,5.983918225199982999e+01,9.290535892695700682e+01,6.769798353048315676e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.170000000000000000e+02,3.737952082067737791e+01,2.797453956855777690e+01,1.455798271244991327e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000000e+02,9.493327848706009320e+01,2.165449886906887045e+01,5.188862590310823464e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.190000000000000000e+02,4.652716851246681529e+01,4.627332375588471791e+01,7.262439767444030636e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+02,2.772676334538513387e+01,7.427904275915535948e+01,7.931304556157914476e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.210000000000000000e+02,4.240692998519129731e+01,5.194791934952574763e+01,1.815427934769028795e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.220000000000000000e+02,1.504597116287864367e+01,6.389882716068497004e+00,8.086228696319149378e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.230000000000000000e+02,8.984130215319201795e+01,2.014169258172383437e+01,9.020375012655718194e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000000e+02,8.983487036032684614e+00,3.666795929617541816e+01,3.075265183398528279e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.250000000000000000e+02,8.778148065941169875e+01,5.081100911572532652e+01,6.765250122285397794e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.260000000000000000e+02,5.522137257667801435e+01,6.116901329285096978e+01,9.552072648252479325e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.270000000000000000e+02,3.958372674263821978e+01,3.009256877425470122e+01,1.438196298475339496e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000000e+02,2.703596201301908053e+01,9.416550217409904278e+00,8.776189361848558690e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.290000000000000000e+02,8.394469182615421232e+01,2.184543803199742840e+01,8.769291331304577852e+01
