nearest_x,run,step,agent_id,x,y,z
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,3.500000000000000000e+01,9.440834539121506452e+01,8.062064286888529807e+01,3.387396390538725655e+01
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,3.600000000000000000e+01,9.061408508086816482e+01,8.116978943708329552e+01,4.892884027288592286e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,3.700000000000000000e+01,8.756125104476930687e+01,8.353260955081550776e+01,4.375927447297902617e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,3.800000000000000000e+01,6.497509373330028382e+01,8.398857459817848792e+01,5.399659906877236182e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,3.900000000000000000e+01,8.552305636972454295e+01,8.310985164431464511e+01,4.901695948658828961e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,4.000000000000000000e+01,8.916891632918049027e+01,8.294411658500631290e+01,4.105968257821243306e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,4.100000000000000000e+01,8.307639375795218939e+01,5.860855423778779993e+01,4.913003381766998245e+01
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,4.200000000000000000e+01,6.844558630420002032e+01,8.713272725506192273e+01,7.258178634864256296e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,4.300000000000000000e+01,8.564587810943260138e+01,8.571077355765743278e+01,6.263812866240839661e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,4.400000000000000000e+01,9.149299748030851731e+01,8.511985293984267287e+01,5.008641922938275037e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,4.500000000000000000e+01,9.438146822863350849e+01,8.422912348420071282e+01,1.241986036830031992e+01
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,4.600000000000000000e+01,8.443942229833869817e+01,5.737272037723020901e+01,4.775111304820192260e+01
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,4.700000000000000000e+01,7.682588349298863761e+01,8.636979378029317900e+01,7.506450500968008477e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,4.800000000000000000e+01,8.962732288256120228e+01,8.194083214410891003e+01,5.255121791881957272e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,4.900000000000000000e+01,6.741825620134812880e+01,8.417552792605734169e+01,5.446980583497367689e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,5.000000000000000000e+01,7.824071901629072556e+01,5.088728763076597517e+01,4.820463384519132433e+01
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,5.100000000000000000e+01,9.495717908412959218e+01,8.630125353459095550e+01,3.231327238907706345e+01
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,5.200000000000000000e+01,9.427054720687853262e+01,8.684878033969989986e+01,3.188551635006324148e+01
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,5.300000000000000000e+01,7.376480702191233263e+01,8.592013077776472585e+01,8.363766329197840577e+00
